date,year,month,quarter,market,channel,category,product,units_sold,revenue_usd,cogs_usd,gross_profit,gross_margin,segment,is_repeat_client,nps_score
2022-12-29,2022,12,Q4,South Korea,Boutique,Watches,Santos de Cartier,3,140932.01,40866.94,88622.33,62.9,VIP (>$50K),True,10
2022-11-11,2022,11,Q4,Thailand,Private Client,Accessories,Love Bracelet Classic,1,3040.24,882.88,2157.36,71.0,VIP (>$50K),True,8
2022-04-30,2022,4,Q2,Thailand,Wholesale,Fine Jewellery,Clash de Cartier,1,36291.19,13045.27,23245.91,64.1,Premium ($10K-$50K),True,10
2024-10-16,2024,10,Q4,India,Private Client,Accessories,Panthere Sunglasses,3,7881.26,2963.17,4918.09,62.4,Entry (<$1K),False,9
2023-09-29,2023,9,Q3,Japan,Private Client,Accessories,Panthere Sunglasses,1,1161.21,396.03,765.18,65.9,Entry (<$1K),True,7
2022-06-03,2022,6,Q2,Australia,E-Commerce,High Jewellery,Juste un Clou Necklace,1,461449.41,155377.1,324717.56,70.4,Aspirational ($1K-$10K),True,6
2023-07-31,2023,7,Q3,India,Private Client,Fragrances,La Panthère,2,256.61,86.12,180.82,70.5,Entry (<$1K),True,10
2023-07-23,2023,7,Q3,Japan,E-Commerce,Fragrances,Baiser Volé,1,153.8,52.77,107.36,69.8,Entry (<$1K),False,6
2022-12-11,2022,12,Q4,China,Boutique,High Jewellery,Juste un Clou Necklace,1,1245628.03,324957.24,829682.77,66.6,Premium ($10K-$50K),True,7
2022-07-17,2022,7,Q3,China,Wholesale,High Jewellery,Juste un Clou Necklace,1,666203.78,279070.94,420621.36,63.1,Premium ($10K-$50K),True,6
2023-12-29,2023,12,Q4,South Korea,Travel Retail,Fragrances,Baiser Volé,3,1561.77,349.26,1114.72,71.4,Entry (<$1K),False,9
2022-12-02,2022,12,Q4,India,Travel Retail,Watches,Tank Must,1,21429.7,6164.41,13539.25,63.2,Entry (<$1K),True,7
2023-03-16,2023,3,Q1,India,Travel Retail,High Jewellery,Juste un Clou Necklace,1,534454.62,201140.66,333313.95,62.4,Entry (<$1K),False,9
2022-08-03,2022,8,Q3,Australia,Travel Retail,Fragrances,Les Heures de Parfum,1,415.07,124.1,290.97,70.1,Premium ($10K-$50K),False,7
2022-11-09,2022,11,Q4,Japan,Private Client,Fragrances,Baiser Volé,3,736.41,250.39,486.02,66.0,VIP (>$50K),True,8
2022-02-10,2022,2,Q1,Thailand,Travel Retail,Accessories,Love Bracelet Classic,3,2153.75,562.1,1394.9,64.8,Premium ($10K-$50K),False,10
2024-12-06,2024,12,Q4,Japan,Wholesale,Watches,Santos de Cartier,2,149502.88,43875.85,93341.78,62.4,VIP (>$50K),True,10
2022-08-15,2022,8,Q3,Hong Kong,Private Client,Accessories,Panthere Sunglasses,3,7155.54,2359.52,4796.02,67.0,VIP (>$50K),True,7
2024-03-11,2024,3,Q1,Thailand,Wholesale,Accessories,Love Bracelet Classic,2,5206.37,1757.02,3449.35,66.3,VIP (>$50K),False,9
2023-02-23,2023,2,Q1,Singapore,Private Client,Fragrances,Baiser Volé,2,724.71,186.34,473.15,65.3,VIP (>$50K),True,8
2022-10-07,2022,10,Q4,China,Travel Retail,Fine Jewellery,Trinity Ring,2,17620.18,5973.71,11646.47,66.1,Aspirational ($1K-$10K),False,9
2024-03-22,2024,3,Q1,India,Boutique,Fragrances,La Panthère,2,574.58,200.3,374.28,65.1,Entry (<$1K),False,8
2023-08-06,2023,8,Q3,Thailand,Wholesale,High Jewellery,Panthère Bracelet,1,681987.53,248719.48,433268.05,63.5,VIP (>$50K),False,7
2023-08-15,2023,8,Q3,India,Private Client,Fine Jewellery,Clash de Cartier,3,50230.73,14601.16,35629.57,70.9,Entry (<$1K),False,10
2024-12-29,2024,12,Q4,China,Wholesale,Fine Jewellery,Cactus de Cartier,3,7391.04,1986.35,4848.52,65.6,Entry (<$1K),True,8
2022-12-17,2022,12,Q4,Japan,Boutique,Watches,Panthère Watch,2,43067.38,10767.57,29284.89,68.0,VIP (>$50K),False,10
2023-01-02,2023,1,Q1,Singapore,Private Client,Fine Jewellery,Cactus de Cartier,1,40676.51,10112.73,27024.32,66.4,Premium ($10K-$50K),True,6
2023-11-07,2023,11,Q4,India,Wholesale,Fragrances,Baiser Volé,2,637.61,231.67,405.94,63.7,VIP (>$50K),True,9
2023-04-30,2023,4,Q2,China,E-Commerce,Accessories,Cartier Wallet,1,3313.82,943.09,2370.73,71.5,Aspirational ($1K-$10K),True,9
2022-07-28,2022,7,Q3,Hong Kong,E-Commerce,High Jewellery,Juste un Clou Necklace,1,346076.55,120381.91,240140.47,69.4,Premium ($10K-$50K),True,10
2023-08-26,2023,8,Q3,Thailand,Travel Retail,Fragrances,La Panthère,3,826.62,306.86,519.76,62.9,VIP (>$50K),True,7
2024-04-28,2024,4,Q2,China,Boutique,High Jewellery,Panthère Bracelet,1,489469.29,143065.77,346403.52,70.8,Premium ($10K-$50K),False,8
2023-09-13,2023,9,Q3,Singapore,E-Commerce,Fragrances,La Panthère,2,583.98,219.27,364.71,62.5,Entry (<$1K),True,8
2022-12-04,2022,12,Q4,Singapore,Boutique,Accessories,Panthere Sunglasses,2,7782.44,2255.79,4895.03,62.9,Entry (<$1K),True,7
2023-10-08,2023,10,Q4,Thailand,E-Commerce,Watches,Tank Must,1,11807.68,3560.55,8247.13,69.8,Aspirational ($1K-$10K),False,6
2023-06-14,2023,6,Q2,India,Wholesale,Accessories,Love Bracelet Classic,2,1920.47,692.32,1311.23,68.3,Premium ($10K-$50K),True,8
2022-12-16,2022,12,Q4,Japan,E-Commerce,Fragrances,Baiser Volé,1,320.59,94.41,199.74,62.3,Aspirational ($1K-$10K),False,8
2023-03-23,2023,3,Q1,Japan,E-Commerce,Fragrances,La Panthère,1,123.01,42.54,80.47,65.4,VIP (>$50K),True,6
2024-08-25,2024,8,Q3,Australia,E-Commerce,Accessories,Love Bracelet Classic,3,2645.83,910.84,1734.99,65.6,Premium ($10K-$50K),True,10
2023-10-20,2023,10,Q4,Hong Kong,Private Client,Fine Jewellery,Clash de Cartier,1,11583.42,4032.5,7550.92,65.2,Aspirational ($1K-$10K),False,8
2022-07-27,2022,7,Q3,Thailand,Boutique,Fragrances,Les Heures de Parfum,2,492.72,160.5,351.48,71.3,Aspirational ($1K-$10K),True,10
2022-04-07,2022,4,Q2,Hong Kong,Wholesale,Fragrances,La Panthère,2,513.99,168.16,345.83,67.3,Aspirational ($1K-$10K),True,8
2022-10-17,2022,10,Q4,Singapore,Travel Retail,Fragrances,Les Heures de Parfum,2,404.76,118.15,286.61,70.8,Aspirational ($1K-$10K),True,10
2024-07-29,2024,7,Q3,Australia,Wholesale,Fine Jewellery,Clash de Cartier,3,6789.56,2572.56,4525.7,66.7,Premium ($10K-$50K),False,10
2023-03-22,2023,3,Q1,Thailand,Boutique,High Jewellery,Panthère Bracelet,1,226462.6,84208.85,142253.75,62.8,Premium ($10K-$50K),False,6
2024-11-16,2024,11,Q4,India,Private Client,Fragrances,Baiser Volé,2,735.63,264.42,471.22,64.1,Entry (<$1K),True,7
2022-01-20,2022,1,Q1,Singapore,Private Client,Accessories,Panthere Sunglasses,1,1918.1,415.19,1357.59,70.8,Aspirational ($1K-$10K),False,7
2023-11-02,2023,11,Q4,Australia,Travel Retail,Fragrances,La Panthère,1,155.79,49.17,106.62,68.4,Entry (<$1K),False,8
2024-02-21,2024,2,Q1,India,Boutique,Accessories,Love Bracelet Classic,3,10577.82,2827.86,6760.21,63.9,VIP (>$50K),True,7
2023-03-06,2023,3,Q1,Thailand,E-Commerce,Fragrances,Les Heures de Parfum,2,834.53,255.53,579.0,69.4,Aspirational ($1K-$10K),False,10
2022-03-01,2022,3,Q1,China,Boutique,High Jewellery,Juste un Clou Necklace,1,505038.65,168243.11,336795.54,66.7,Premium ($10K-$50K),True,8
2022-12-02,2022,12,Q4,Japan,Boutique,Fragrances,Carat,2,942.36,218.67,662.46,70.3,Aspirational ($1K-$10K),False,10
2024-11-24,2024,11,Q4,Singapore,Private Client,Fragrances,Carat,3,1150.21,426.82,723.38,62.9,Aspirational ($1K-$10K),True,9
2023-11-04,2023,11,Q4,Hong Kong,Private Client,Watches,Rotonde,1,84793.88,25261.37,59532.51,70.2,VIP (>$50K),False,10
2024-08-05,2024,8,Q3,Japan,E-Commerce,Fine Jewellery,Clash de Cartier,2,69240.42,25610.05,43630.37,63.0,Entry (<$1K),False,8
2024-12-19,2024,12,Q4,Singapore,Wholesale,Fine Jewellery,Cartier d'Amour,1,57894.8,14588.83,39221.1,67.7,Premium ($10K-$50K),True,9
2024-12-07,2024,12,Q4,Japan,Boutique,Watches,Tank Must,3,215591.24,52916.18,147858.53,68.6,Entry (<$1K),True,6
2022-06-17,2022,6,Q2,Australia,Private Client,Accessories,C de Cartier Bag,3,3462.09,1106.04,2488.77,71.9,VIP (>$50K),True,10
2022-12-08,2022,12,Q4,Japan,Travel Retail,Accessories,C de Cartier Bag,2,3839.13,1117.13,2409.2,62.8,Premium ($10K-$50K),False,8
2022-07-03,2022,7,Q3,Hong Kong,Private Client,Fragrances,La Panthère,3,1250.69,399.64,899.01,71.9,Aspirational ($1K-$10K),False,9
2022-02-10,2022,2,Q1,Japan,Boutique,Fragrances,Baiser Volé,1,528.87,147.24,330.09,62.4,Premium ($10K-$50K),True,9
2023-09-22,2023,9,Q3,South Korea,Wholesale,Fine Jewellery,Cartier d'Amour,3,39143.24,11191.33,27951.91,71.4,Aspirational ($1K-$10K),True,6
2024-10-25,2024,10,Q4,Japan,Boutique,Fine Jewellery,Cactus de Cartier,1,3815.72,1341.09,2474.64,64.9,Premium ($10K-$50K),False,8
2024-12-23,2024,12,Q4,India,E-Commerce,Accessories,Love Bracelet Classic,1,877.64,239.31,571.32,65.1,Entry (<$1K),True,7
2023-12-25,2023,12,Q4,Australia,Private Client,High Jewellery,Trinity Collection,1,696584.84,205461.38,433594.26,62.2,Entry (<$1K),False,8
2024-07-11,2024,7,Q3,Australia,Boutique,Fine Jewellery,Trinity Ring,2,60043.02,22980.78,39819.93,66.3,Aspirational ($1K-$10K),False,6
2022-07-27,2022,7,Q3,Thailand,Wholesale,Watches,Panthère Watch,3,203336.05,67794.64,143676.76,70.7,Premium ($10K-$50K),True,7
2024-07-24,2024,7,Q3,China,E-Commerce,Fragrances,Carat,2,1004.09,320.02,722.48,72.0,Premium ($10K-$50K),False,10
2022-06-18,2022,6,Q2,Thailand,Wholesale,Fine Jewellery,Cartier d'Amour,1,31257.52,10069.76,22396.13,71.7,VIP (>$50K),True,9
2023-10-25,2023,10,Q4,Australia,Wholesale,Fragrances,Les Heures de Parfum,2,494.72,186.18,308.54,62.4,VIP (>$50K),False,10
2022-01-03,2022,1,Q1,South Korea,Travel Retail,Watches,Santos de Cartier,1,38818.99,9265.43,26310.66,67.8,VIP (>$50K),False,8
2023-07-09,2023,7,Q3,India,Boutique,Fragrances,Baiser Volé,1,276.18,105.93,182.96,66.2,VIP (>$50K),False,9
2023-06-17,2023,6,Q2,China,Private Client,Watches,Tank Must,2,97282.46,41328.29,60913.57,62.6,Entry (<$1K),True,8
2023-12-20,2023,12,Q4,Japan,E-Commerce,Fine Jewellery,Trinity Ring,2,19718.18,4722.94,13672.82,69.3,Premium ($10K-$50K),False,9
2022-09-03,2022,9,Q3,Japan,Travel Retail,Fine Jewellery,Cartier d'Amour,3,36219.59,11966.51,24253.08,67.0,VIP (>$50K),True,7
2024-08-20,2024,8,Q3,India,Wholesale,Fragrances,Baiser Volé,2,628.91,223.95,404.96,64.4,Entry (<$1K),False,8
2022-07-13,2022,7,Q3,Australia,Boutique,Fragrances,La Panthère,2,538.45,183.13,377.29,70.1,Entry (<$1K),True,7
2022-09-19,2022,9,Q3,Thailand,E-Commerce,Fine Jewellery,Cactus de Cartier,2,73082.67,20958.8,52123.88,71.3,Premium ($10K-$50K),True,7
2022-06-24,2022,6,Q2,China,Wholesale,Accessories,Love Bracelet Classic,2,1475.62,480.63,1052.66,71.3,VIP (>$50K),True,9
2023-07-12,2023,7,Q3,Japan,Private Client,Watches,Tank Must,1,27974.7,11571.95,17791.38,63.6,VIP (>$50K),False,9
2023-09-26,2023,9,Q3,Japan,E-Commerce,Watches,Ballon Bleu,3,155171.32,54778.42,100392.9,64.7,Entry (<$1K),False,9
2023-06-08,2023,6,Q2,Thailand,E-Commerce,Watches,Tank Must,2,62532.99,25535.14,40062.07,64.1,Premium ($10K-$50K),False,8
2023-03-15,2023,3,Q1,South Korea,Travel Retail,High Jewellery,Trinity Collection,1,547009.26,155101.52,391907.73,71.6,Aspirational ($1K-$10K),False,9
2022-07-23,2022,7,Q3,Thailand,E-Commerce,High Jewellery,LOVE Bracelet HJ,1,44742.41,16517.33,30207.17,67.5,Premium ($10K-$50K),False,7
2022-03-13,2022,3,Q1,China,Private Client,Fine Jewellery,Clash de Cartier,3,67803.04,19903.87,47899.17,70.6,Aspirational ($1K-$10K),False,10
2022-03-05,2022,3,Q1,China,Wholesale,Accessories,Love Bracelet Classic,1,2301.24,758.24,1543.0,67.1,Premium ($10K-$50K),False,10
2022-01-26,2022,1,Q1,China,Travel Retail,Watches,Rotonde,1,59841.81,15312.18,39170.36,65.5,Premium ($10K-$50K),False,6
2023-02-23,2023,2,Q1,Thailand,Private Client,High Jewellery,LOVE Bracelet HJ,1,975320.79,238094.9,653892.68,67.0,Premium ($10K-$50K),False,8
2023-10-10,2023,10,Q4,Singapore,Travel Retail,High Jewellery,LOVE Bracelet HJ,1,145839.93,52615.3,93224.63,63.9,VIP (>$50K),True,6
2024-07-20,2024,7,Q3,Singapore,Wholesale,Watches,Panthère Watch,1,10222.21,4134.86,6583.53,64.4,Aspirational ($1K-$10K),True,7
2023-01-12,2023,1,Q1,Hong Kong,E-Commerce,High Jewellery,LOVE Bracelet HJ,1,90951.32,20310.26,63532.46,69.9,Aspirational ($1K-$10K),True,7
2022-02-04,2022,2,Q1,Singapore,Wholesale,Accessories,Love Bracelet Classic,1,4841.21,1078.78,3384.85,69.9,Premium ($10K-$50K),False,8
2023-10-09,2023,10,Q4,Japan,E-Commerce,Watches,Panthère Watch,3,125658.88,45467.67,80191.21,63.8,VIP (>$50K),True,7
2023-07-08,2023,7,Q3,Hong Kong,Wholesale,Fragrances,Les Heures de Parfum,1,152.98,50.52,108.52,70.9,VIP (>$50K),False,10
2022-07-06,2022,7,Q3,South Korea,Travel Retail,Fragrances,Carat,3,1481.05,573.34,976.51,65.9,Entry (<$1K),False,10
2024-05-26,2024,5,Q2,Thailand,E-Commerce,Watches,Panthère Watch,1,28822.57,9512.02,19310.55,67.0,Aspirational ($1K-$10K),False,8
2022-02-18,2022,2,Q1,Australia,Travel Retail,Fragrances,La Panthère,1,565.48,137.84,379.4,67.1,Premium ($10K-$50K),False,8
2022-03-31,2022,3,Q1,China,Travel Retail,Fragrances,Baiser Volé,3,1002.17,293.42,708.75,70.7,Premium ($10K-$50K),True,7
2023-07-25,2023,7,Q3,Singapore,Private Client,Accessories,Cartier Wallet,3,6091.19,2047.28,4289.59,70.4,Premium ($10K-$50K),True,10
2024-04-20,2024,4,Q2,Hong Kong,Wholesale,Accessories,Panthere Sunglasses,1,1080.91,309.78,771.13,71.3,Premium ($10K-$50K),False,9
2022-10-31,2022,10,Q4,China,Wholesale,Fine Jewellery,Cartier d'Amour,1,48500.27,13875.73,34624.54,71.4,VIP (>$50K),True,9
2023-05-25,2023,5,Q2,Singapore,Travel Retail,Accessories,Panthere Sunglasses,1,2690.49,892.21,1798.28,66.8,VIP (>$50K),False,6
2024-04-11,2024,4,Q2,China,Boutique,Fragrances,La Panthère,3,945.65,279.18,666.47,70.5,Premium ($10K-$50K),False,9
2023-02-17,2023,2,Q1,India,Private Client,Fragrances,Carat,2,944.05,196.43,678.87,71.9,Aspirational ($1K-$10K),False,6
2024-05-20,2024,5,Q2,India,Wholesale,Accessories,Panthere Sunglasses,3,1117.44,404.06,713.38,63.8,Aspirational ($1K-$10K),True,7
2024-06-08,2024,6,Q2,Japan,Boutique,Watches,Panthère Watch,1,9561.03,3388.02,6579.57,68.8,Aspirational ($1K-$10K),True,8
2024-10-23,2024,10,Q4,South Korea,Private Client,Fine Jewellery,Clash de Cartier,2,90807.52,32735.38,58072.14,64.0,VIP (>$50K),False,7
2023-10-26,2023,10,Q4,Australia,Wholesale,Accessories,Love Bracelet Classic,3,1250.64,426.12,824.52,65.9,Aspirational ($1K-$10K),False,8
2024-04-08,2024,4,Q2,Thailand,Travel Retail,Watches,Santos de Cartier,2,22696.03,8354.94,14341.09,63.2,VIP (>$50K),True,10
2022-07-07,2022,7,Q3,South Korea,E-Commerce,Watches,Rotonde,2,87846.08,37615.55,54744.39,62.3,Premium ($10K-$50K),True,9
2022-10-16,2022,10,Q4,China,Private Client,Fine Jewellery,Cartier d'Amour,1,27604.64,9020.01,18584.64,67.3,Aspirational ($1K-$10K),True,7
2024-04-22,2024,4,Q2,Singapore,E-Commerce,Watches,Ballon Bleu,2,176650.95,51002.48,125648.46,71.1,VIP (>$50K),True,10
2022-10-13,2022,10,Q4,Hong Kong,Boutique,Fragrances,La Panthère,3,1485.24,442.11,1043.13,70.2,Aspirational ($1K-$10K),False,6
2023-08-11,2023,8,Q3,Thailand,Boutique,High Jewellery,Trinity Collection,1,355253.12,101438.31,253814.8,71.4,Entry (<$1K),False,6
2022-06-24,2022,6,Q2,South Korea,Private Client,Watches,Rotonde,1,14238.64,5700.97,9221.79,64.8,Premium ($10K-$50K),False,7
2024-05-24,2024,5,Q2,Japan,Wholesale,High Jewellery,Panthère Bracelet,1,81325.63,30468.68,50856.95,62.5,Aspirational ($1K-$10K),False,9
2024-06-10,2024,6,Q2,Hong Kong,E-Commerce,Fine Jewellery,Cactus de Cartier,2,34293.74,13464.54,22444.94,65.4,Premium ($10K-$50K),True,9
2023-03-25,2023,3,Q1,Singapore,Travel Retail,High Jewellery,Trinity Collection,1,618148.52,173504.62,444643.9,71.9,Entry (<$1K),True,7
2023-09-26,2023,9,Q3,India,E-Commerce,Fine Jewellery,Clash de Cartier,1,16144.28,5313.36,10830.93,67.1,Entry (<$1K),True,7
2023-10-13,2023,10,Q4,Japan,E-Commerce,Accessories,Panthere Sunglasses,3,5760.28,1838.67,3921.61,68.1,Entry (<$1K),True,9
2023-12-21,2023,12,Q4,Thailand,E-Commerce,Watches,Ballon Bleu,3,327993.93,94280.86,207314.43,63.2,Entry (<$1K),True,9
2024-11-11,2024,11,Q4,Singapore,Private Client,Fine Jewellery,Trinity Ring,1,22983.72,7764.32,15219.4,66.2,Premium ($10K-$50K),False,6
2024-04-25,2024,4,Q2,Japan,Private Client,Fine Jewellery,Trinity Ring,1,53776.99,16322.9,37454.1,69.6,Aspirational ($1K-$10K),True,8
2022-04-20,2022,4,Q2,Singapore,Travel Retail,Accessories,Panthere Sunglasses,2,7210.02,2588.85,4621.17,64.1,Entry (<$1K),True,10
2023-12-31,2023,12,Q4,South Korea,Wholesale,Fine Jewellery,Clash de Cartier,3,8197.23,1970.16,5675.43,69.2,Aspirational ($1K-$10K),True,6
2022-09-11,2022,9,Q3,Japan,Private Client,Accessories,Panthere Sunglasses,1,2012.47,656.79,1355.68,67.4,VIP (>$50K),True,9
2023-04-24,2023,4,Q2,Singapore,E-Commerce,Fine Jewellery,Cactus de Cartier,1,29664.14,10453.69,19210.45,64.8,Aspirational ($1K-$10K),True,9
2022-02-17,2022,2,Q1,Thailand,Travel Retail,Fine Jewellery,Cartier d'Amour,1,18419.27,5175.08,11432.91,62.1,Premium ($10K-$50K),False,8
2023-09-29,2023,9,Q3,Australia,Wholesale,High Jewellery,Panthère Bracelet,1,212058.26,74394.98,137663.28,64.9,VIP (>$50K),False,10
2024-05-18,2024,5,Q2,China,E-Commerce,Accessories,Panthere Sunglasses,3,2426.39,772.82,1653.57,68.1,VIP (>$50K),False,6
2023-02-17,2023,2,Q1,Japan,Private Client,Accessories,C de Cartier Bag,1,943.41,261.24,590.73,62.6,Premium ($10K-$50K),False,9
2022-08-28,2022,8,Q3,Australia,Boutique,Accessories,C de Cartier Bag,3,6438.19,2159.87,4278.32,66.5,VIP (>$50K),True,6
2024-03-05,2024,3,Q1,South Korea,Wholesale,Fragrances,La Panthère,3,1202.23,414.53,787.7,65.5,Entry (<$1K),True,8
2024-01-17,2024,1,Q1,China,Boutique,High Jewellery,Panthère Bracelet,1,1218943.52,283309.3,836475.96,68.6,Premium ($10K-$50K),True,6
2024-08-25,2024,8,Q3,South Korea,Private Client,Fragrances,Carat,1,303.98,108.81,195.17,64.2,VIP (>$50K),True,9
2022-08-18,2022,8,Q3,Thailand,Boutique,Accessories,C de Cartier Bag,3,5786.25,1892.09,3894.16,67.3,Premium ($10K-$50K),False,7
2024-02-26,2024,2,Q1,Singapore,Travel Retail,Accessories,C de Cartier Bag,1,3232.98,680.2,2314.71,71.6,Entry (<$1K),True,6
2022-01-15,2022,1,Q1,South Korea,Wholesale,Fragrances,La Panthère,2,1153.25,306.2,739.88,64.2,Entry (<$1K),True,10
2022-03-06,2022,3,Q1,China,E-Commerce,Fine Jewellery,Cactus de Cartier,1,11877.44,4366.55,7510.89,63.2,Premium ($10K-$50K),False,6
2024-03-11,2024,3,Q1,China,Travel Retail,Fragrances,Carat,2,793.63,253.84,539.79,68.0,Entry (<$1K),False,9
2024-01-01,2024,1,Q1,Japan,Travel Retail,Fragrances,La Panthère,2,659.1,170.73,428.61,65.0,Premium ($10K-$50K),False,6
2022-08-25,2022,8,Q3,Thailand,Wholesale,Watches,Panthère Watch,1,9479.2,2860.43,6618.77,69.8,Aspirational ($1K-$10K),False,10
2023-06-13,2023,6,Q2,South Korea,Wholesale,Watches,Santos de Cartier,3,175000.38,58405.45,123603.58,70.6,Aspirational ($1K-$10K),True,7
2022-02-18,2022,2,Q1,China,Wholesale,High Jewellery,LOVE Bracelet HJ,1,881529.13,235991.71,562940.32,63.9,Aspirational ($1K-$10K),True,6
2022-10-29,2022,10,Q4,Japan,Wholesale,High Jewellery,LOVE Bracelet HJ,1,447649.49,161491.47,286158.02,63.9,Entry (<$1K),True,9
2023-05-17,2023,5,Q2,Australia,Private Client,Fine Jewellery,Clash de Cartier,1,13054.36,4080.6,8973.76,68.7,VIP (>$50K),True,8
2024-10-18,2024,10,Q4,Thailand,Wholesale,Watches,Panthère Watch,2,89319.37,32650.9,56668.47,63.4,VIP (>$50K),False,7
2023-11-22,2023,11,Q4,Hong Kong,Boutique,Watches,Rotonde,2,178116.28,55741.77,122374.51,68.7,VIP (>$50K),False,10
2024-02-02,2024,2,Q1,India,Private Client,High Jewellery,Juste un Clou Necklace,1,366787.15,99279.28,232760.12,63.5,VIP (>$50K),True,10
2024-08-03,2024,8,Q3,South Korea,E-Commerce,Accessories,C de Cartier Bag,2,1995.66,710.13,1285.53,64.4,Aspirational ($1K-$10K),True,9
2024-08-05,2024,8,Q3,India,E-Commerce,High Jewellery,Juste un Clou Necklace,1,77240.66,25185.8,52054.85,67.4,VIP (>$50K),True,9
2022-09-08,2022,9,Q3,Hong Kong,Travel Retail,Fine Jewellery,Trinity Ring,1,30880.67,10132.43,20748.25,67.2,VIP (>$50K),False,9
2023-10-14,2023,10,Q4,Singapore,E-Commerce,Fragrances,La Panthère,2,1030.7,373.25,657.45,63.8,Aspirational ($1K-$10K),True,8
2024-07-29,2024,7,Q3,South Korea,Travel Retail,High Jewellery,Panthère Bracelet,1,470993.46,191104.41,302821.58,64.3,Entry (<$1K),True,9
2022-10-30,2022,10,Q4,India,E-Commerce,Fragrances,Les Heures de Parfum,2,832.54,253.98,578.56,69.5,VIP (>$50K),False,9
2023-02-28,2023,2,Q1,South Korea,Travel Retail,High Jewellery,Panthère Bracelet,1,1130778.38,280474.07,752138.39,66.5,Entry (<$1K),True,7
2024-01-04,2024,1,Q1,South Korea,E-Commerce,Fragrances,Carat,3,1862.3,393.45,1331.15,71.5,VIP (>$50K),True,10
2024-12-07,2024,12,Q4,Thailand,Private Client,Watches,Tank Must,2,20652.87,5772.19,13264.47,64.2,Aspirational ($1K-$10K),False,6
2024-12-10,2024,12,Q4,South Korea,Travel Retail,Watches,Rotonde,2,98480.13,26129.4,65034.5,66.0,Entry (<$1K),False,8
2022-01-19,2022,1,Q1,Hong Kong,E-Commerce,Fine Jewellery,Trinity Ring,3,109239.65,27474.81,72148.65,66.0,Entry (<$1K),True,8
2023-12-07,2023,12,Q4,Singapore,E-Commerce,Accessories,C de Cartier Bag,1,3608.96,1023.81,2298.49,63.7,Aspirational ($1K-$10K),False,7
2024-09-03,2024,9,Q3,Australia,Travel Retail,Watches,Panthère Watch,3,171429.5,51018.51,120410.99,70.2,Premium ($10K-$50K),True,6
2022-06-03,2022,6,Q2,India,Wholesale,Accessories,Love Bracelet Classic,1,1948.1,713.48,1320.24,67.8,VIP (>$50K),True,7
2024-02-01,2024,2,Q1,Japan,Wholesale,Fine Jewellery,Trinity Ring,2,72256.62,15927.08,50755.06,70.2,VIP (>$50K),True,10
2022-01-17,2022,1,Q1,Australia,Private Client,Watches,Tank Must,2,16811.65,4725.82,10431.79,62.1,VIP (>$50K),False,8
2023-01-13,2023,1,Q1,Thailand,Wholesale,Accessories,C de Cartier Bag,1,679.06,163.51,458.33,67.5,VIP (>$50K),True,6
2024-03-30,2024,3,Q1,Australia,Travel Retail,High Jewellery,Juste un Clou Necklace,1,646629.32,199886.4,446742.92,69.1,Premium ($10K-$50K),False,9
2024-07-28,2024,7,Q3,South Korea,Wholesale,Fine Jewellery,Trinity Ring,2,56654.93,19056.08,39885.58,70.4,Aspirational ($1K-$10K),True,9
2023-05-10,2023,5,Q2,China,Private Client,Watches,Rotonde,2,15967.56,4886.25,11081.31,69.4,Premium ($10K-$50K),True,10
2023-10-28,2023,10,Q4,Japan,Private Client,Watches,Rotonde,1,24187.36,9170.17,15017.19,62.1,Entry (<$1K),False,6
2022-11-24,2022,11,Q4,Japan,Travel Retail,Watches,Ballon Bleu,3,175758.12,63573.54,112184.58,63.8,VIP (>$50K),False,9
2024-05-09,2024,5,Q2,India,Travel Retail,Fine Jewellery,Clash de Cartier,3,51164.85,15880.15,35284.7,69.0,Premium ($10K-$50K),True,8
2024-02-05,2024,2,Q1,China,Travel Retail,High Jewellery,LOVE Bracelet HJ,1,393202.79,103344.87,253687.22,64.5,Aspirational ($1K-$10K),True,6
2022-12-14,2022,12,Q4,China,Private Client,High Jewellery,Trinity Collection,1,796260.97,184866.75,559631.53,70.3,VIP (>$50K),False,6
2024-01-31,2024,1,Q1,Singapore,E-Commerce,Fragrances,La Panthère,1,355.0,89.01,234.84,66.2,Premium ($10K-$50K),True,8
2023-01-30,2023,1,Q1,Australia,E-Commerce,Watches,Santos de Cartier,1,101305.57,21317.22,72527.33,71.6,Aspirational ($1K-$10K),True,8
2023-12-06,2023,12,Q4,China,Boutique,Fragrances,Baiser Volé,3,1993.52,542.45,1299.19,65.2,VIP (>$50K),False,9
2024-10-29,2024,10,Q4,Singapore,E-Commerce,Fragrances,Baiser Volé,1,434.12,134.34,299.78,69.1,Premium ($10K-$50K),False,7
2024-05-23,2024,5,Q2,South Korea,Boutique,Fragrances,La Panthère,3,871.41,331.12,540.29,62.0,Premium ($10K-$50K),False,8
2023-07-08,2023,7,Q3,Japan,E-Commerce,Fragrances,La Panthère,3,766.29,278.03,521.63,68.1,Premium ($10K-$50K),True,6
2022-10-20,2022,10,Q4,Australia,Travel Retail,Accessories,Panthere Sunglasses,3,1709.27,542.13,1167.14,68.3,Premium ($10K-$50K),False,6
2024-02-26,2024,2,Q1,South Korea,Private Client,Fine Jewellery,Cartier d'Amour,2,86225.11,21857.33,56717.72,65.8,VIP (>$50K),True,7
