date,month_year,category,product,market,forecast_demand,actual_demand,stock_available,stock_cover_weeks,reorder_point,lead_time_days,stockout_risk,overstock_risk,unit_cost_usd
2024-07-25,Jul 2024,Fine Jewellery,Cartier d'Amour,Singapore,30,26,33,5.1,10,89,Low,Low,24283.6
2024-08-24,Aug 2024,Fine Jewellery,Cartier d'Amour,Singapore,184,179,154,3.4,55,68,Low,Low,7095.52
2024-09-23,Sep 2024,Fine Jewellery,Cartier d'Amour,Singapore,83,88,85,3.9,24,103,Low,Low,22733.52
2024-10-23,Oct 2024,Fine Jewellery,Cartier d'Amour,Singapore,145,167,178,4.3,43,67,Low,Medium,21923.78
2024-11-22,Nov 2024,Fine Jewellery,Cartier d'Amour,Singapore,28,30,35,4.7,8,83,Low,Medium,13224.59
2023-07-01,Jul 2023,Fine Jewellery,Cartier d'Amour,Hong Kong,99,100,123,4.9,35,53,Low,Medium,27894.71
2023-07-31,Jul 2023,Fine Jewellery,Cartier d'Amour,Hong Kong,158,147,210,5.7,55,50,Low,Medium,16311.13
2023-08-30,Aug 2023,Fine Jewellery,Cartier d'Amour,Hong Kong,151,161,199,4.9,45,29,Low,Medium,19276.2
2023-09-29,Sep 2023,Fine Jewellery,Cartier d'Amour,Hong Kong,53,49,61,5.0,15,74,Low,Low,6082.48
2023-10-29,Oct 2023,Fine Jewellery,Cartier d'Amour,Hong Kong,163,193,126,2.6,48,112,Medium,Low,4813.21
2023-11-28,Nov 2023,Fine Jewellery,Cartier d'Amour,Hong Kong,25,30,20,2.7,7,89,Low,Low,23896.22
2023-12-28,Dec 2023,Fine Jewellery,Cartier d'Amour,Hong Kong,248,255,267,4.2,57,101,Low,Low,20383.58
2024-01-27,Jan 2024,Fine Jewellery,Cartier d'Amour,Hong Kong,128,158,145,3.7,27,78,Low,Low,25615.44
2024-02-26,Feb 2024,Fine Jewellery,Cartier d'Amour,Hong Kong,151,183,191,4.2,32,91,Low,Medium,17614.4
2024-03-27,Mar 2024,Fine Jewellery,Cartier d'Amour,Hong Kong,52,59,58,3.9,15,53,Low,Low,24607.72
2024-04-26,Apr 2024,Fine Jewellery,Cartier d'Amour,Hong Kong,83,71,87,4.9,24,114,Low,Low,23636.55
2024-05-26,May 2024,Fine Jewellery,Cartier d'Amour,Hong Kong,142,125,145,4.6,42,29,Low,Low,20193.48
2024-06-25,Jun 2024,Fine Jewellery,Cartier d'Amour,Hong Kong,25,21,33,6.3,9,14,Low,Medium,27942.37
2024-07-25,Jul 2024,Fine Jewellery,Cartier d'Amour,Hong Kong,132,163,172,4.2,46,94,Low,Medium,20266.25
2024-08-24,Aug 2024,Fine Jewellery,Cartier d'Amour,Hong Kong,109,118,127,4.3,32,61,Low,Low,5770.44
2024-09-23,Sep 2024,Fine Jewellery,Cartier d'Amour,Hong Kong,117,102,145,5.7,35,60,Low,Medium,18467.54
2024-10-23,Oct 2024,Fine Jewellery,Cartier d'Amour,Hong Kong,195,224,188,3.4,58,35,Low,Low,18607.72
2024-11-22,Nov 2024,Fine Jewellery,Cartier d'Amour,Hong Kong,148,142,162,4.6,44,84,Low,Low,9578.97
2023-07-01,Jul 2023,Fine Jewellery,Cartier d'Amour,Thailand,90,77,112,5.8,31,55,Low,Medium,9891.24
2023-07-31,Jul 2023,Fine Jewellery,Cartier d'Amour,Thailand,119,105,125,4.8,42,102,Low,Low,26590.67
2023-08-30,Aug 2023,Fine Jewellery,Cartier d'Amour,Thailand,139,151,160,4.2,41,101,Low,Low,8217.52
2023-09-29,Sep 2023,Fine Jewellery,Cartier d'Amour,Thailand,134,119,100,3.4,40,23,Medium,Low,14052.38
2023-10-29,Oct 2023,Fine Jewellery,Cartier d'Amour,Thailand,115,133,99,3.0,34,90,Low,Low,26690.58
2023-11-28,Nov 2023,Fine Jewellery,Cartier d'Amour,Thailand,125,103,119,4.6,37,68,Low,Low,19606.24
2023-12-28,Dec 2023,Fine Jewellery,Cartier d'Amour,Thailand,122,108,112,4.1,28,76,Low,Low,2950.82
2024-01-27,Jan 2024,Fine Jewellery,Cartier d'Amour,Thailand,110,100,139,5.6,23,68,Low,Medium,20533.02
2024-02-26,Feb 2024,Fine Jewellery,Cartier d'Amour,Thailand,172,201,199,4.0,36,56,Low,Low,28146.14
2024-03-27,Mar 2024,Fine Jewellery,Cartier d'Amour,Thailand,110,114,118,4.1,33,56,Low,Low,17066.56
2024-04-26,Apr 2024,Fine Jewellery,Cartier d'Amour,Thailand,154,150,126,3.4,46,34,Low,Low,14671.01
2024-05-26,May 2024,Fine Jewellery,Cartier d'Amour,Thailand,27,22,32,5.8,8,85,Low,Low,28355.61
2024-06-25,Jun 2024,Fine Jewellery,Cartier d'Amour,Thailand,136,160,132,3.3,48,75,Low,Low,3962.8
2024-07-25,Jul 2024,Fine Jewellery,Cartier d'Amour,Thailand,166,152,126,3.3,58,16,Medium,Low,18708.99
2024-08-24,Aug 2024,Fine Jewellery,Cartier d'Amour,Thailand,93,107,108,4.0,27,98,Low,Low,29844.91
2024-09-23,Sep 2024,Fine Jewellery,Cartier d'Amour,Thailand,199,230,264,4.6,59,27,Low,Medium,4263.49
2024-10-23,Oct 2024,Fine Jewellery,Cartier d'Amour,Thailand,185,217,167,3.1,55,17,Low,Low,24045.88
2024-11-22,Nov 2024,Fine Jewellery,Cartier d'Amour,Thailand,198,168,214,5.1,59,28,Low,Low,8029.42
2023-07-01,Jul 2023,Fine Jewellery,Cartier d'Amour,India,162,143,128,3.6,57,69,Medium,Low,19672.54
2023-07-31,Jul 2023,Fine Jewellery,Cartier d'Amour,India,170,197,142,2.9,60,110,Low,Low,29429.64
2023-08-30,Aug 2023,Fine Jewellery,Cartier d'Amour,India,108,87,132,6.1,32,75,Low,Medium,23864.63
2023-09-29,Sep 2023,Fine Jewellery,Cartier d'Amour,India,149,173,112,2.6,44,85,Medium,Low,26440.22
2023-10-29,Oct 2023,Fine Jewellery,Cartier d'Amour,India,27,32,31,3.9,8,21,Low,Low,21778.74
2023-11-28,Nov 2023,Fine Jewellery,Cartier d'Amour,India,115,119,98,3.3,34,107,Low,Low,9351.62
2023-12-28,Dec 2023,Fine Jewellery,Cartier d'Amour,India,63,51,70,5.5,14,48,Low,Low,7261.02
2024-01-27,Jan 2024,Fine Jewellery,Cartier d'Amour,India,103,87,89,4.1,22,32,Low,Low,26129.85
2024-02-26,Feb 2024,Fine Jewellery,Cartier d'Amour,India,159,138,181,5.2,34,24,Low,Low,3401.57
2024-03-27,Mar 2024,Fine Jewellery,Cartier d'Amour,India,100,86,118,5.5,30,86,Low,Low,5297.47
2024-04-26,Apr 2024,Fine Jewellery,Cartier d'Amour,India,119,112,134,4.8,35,74,Low,Low,8336.15
2024-05-26,May 2024,Fine Jewellery,Cartier d'Amour,India,191,199,189,3.8,57,105,Low,Low,27888.46
2024-06-25,Jun 2024,Fine Jewellery,Cartier d'Amour,India,91,90,120,5.3,32,41,Low,Medium,26527.55
2024-07-25,Jul 2024,Fine Jewellery,Cartier d'Amour,India,127,120,103,3.4,45,94,Low,Low,8457.41
2024-08-24,Aug 2024,Fine Jewellery,Cartier d'Amour,India,90,72,102,5.7,27,84,Low,Low,10304.74
2024-09-23,Sep 2024,Fine Jewellery,Cartier d'Amour,India,92,104,78,3.0,27,110,Low,Low,8165.05
2024-10-23,Oct 2024,Fine Jewellery,Cartier d'Amour,India,146,159,181,4.6,43,101,Low,Medium,2401.1
2024-11-22,Nov 2024,Fine Jewellery,Cartier d'Amour,India,167,196,225,4.6,50,78,Low,Medium,8622.95
2023-07-01,Jul 2023,Fine Jewellery,Clash de Cartier,China,35,40,45,4.5,12,105,Low,Medium,18613.91
2023-07-31,Jul 2023,Fine Jewellery,Clash de Cartier,China,161,167,131,3.1,57,19,Low,Low,9619.24
2023-08-30,Aug 2023,Fine Jewellery,Clash de Cartier,China,192,213,173,3.2,57,54,Low,Low,25930.62
2023-09-29,Sep 2023,Fine Jewellery,Clash de Cartier,China,197,193,163,3.4,59,119,Low,Low,27445.82
2023-10-29,Oct 2023,Fine Jewellery,Clash de Cartier,China,199,245,159,2.6,59,86,Medium,Low,9267.2
2023-11-28,Nov 2023,Fine Jewellery,Clash de Cartier,China,198,189,238,5.0,59,95,Low,Medium,28171.98
2023-12-28,Dec 2023,Fine Jewellery,Clash de Cartier,China,145,135,146,4.3,33,101,Low,Low,26521.53
2024-01-27,Jan 2024,Fine Jewellery,Clash de Cartier,China,36,39,33,3.4,7,114,Low,Low,4544.12
2024-02-26,Feb 2024,Fine Jewellery,Clash de Cartier,China,193,169,187,4.4,41,68,Low,Low,23987.62
2024-03-27,Mar 2024,Fine Jewellery,Clash de Cartier,China,73,76,70,3.7,21,82,Low,Low,17418.5
2024-04-26,Apr 2024,Fine Jewellery,Clash de Cartier,China,151,152,191,5.0,45,105,Low,Medium,25757.55
2024-05-26,May 2024,Fine Jewellery,Clash de Cartier,China,180,180,185,4.1,54,45,Low,Low,4019.52
2024-06-25,Jun 2024,Fine Jewellery,Clash de Cartier,China,57,65,76,4.7,20,54,Low,Medium,25954.24
2024-07-25,Jul 2024,Fine Jewellery,Clash de Cartier,China,66,56,88,6.3,23,99,Low,Medium,3438.71
2024-08-24,Aug 2024,Fine Jewellery,Clash de Cartier,China,95,97,123,5.1,28,69,Low,Medium,26322.53
2024-09-23,Sep 2024,Fine Jewellery,Clash de Cartier,China,83,95,102,4.3,24,80,Low,Medium,16787.79
2024-10-23,Oct 2024,Fine Jewellery,Clash de Cartier,China,159,134,208,6.2,47,110,Low,Medium,2838.67
2024-11-22,Nov 2024,Fine Jewellery,Clash de Cartier,China,199,218,240,4.4,59,60,Low,Medium,26922.71
2023-07-01,Jul 2023,Fine Jewellery,Clash de Cartier,Japan,158,144,153,4.2,56,102,Low,Low,13982.74
2023-07-31,Jul 2023,Fine Jewellery,Clash de Cartier,Japan,149,167,123,2.9,52,61,Low,Low,26811.11
2023-08-30,Aug 2023,Fine Jewellery,Clash de Cartier,Japan,122,140,104,3.0,36,95,Low,Low,14882.18
2023-09-29,Sep 2023,Fine Jewellery,Clash de Cartier,Japan,151,158,145,3.7,45,28,Low,Low,29311.13
2023-10-29,Oct 2023,Fine Jewellery,Clash de Cartier,Japan,136,149,133,3.6,40,94,Low,Low,23396.94
2023-11-28,Nov 2023,Fine Jewellery,Clash de Cartier,Japan,83,85,105,4.9,24,97,Low,Medium,24528.5
2023-12-28,Dec 2023,Fine Jewellery,Clash de Cartier,Japan,211,196,262,5.3,48,94,Low,Medium,20148.87
2024-01-27,Jan 2024,Fine Jewellery,Clash de Cartier,Japan,179,218,238,4.4,38,91,Low,Medium,23825.32
2024-02-26,Feb 2024,Fine Jewellery,Clash de Cartier,Japan,60,53,46,3.5,12,49,Medium,Low,9974.25
2024-03-27,Mar 2024,Fine Jewellery,Clash de Cartier,Japan,179,167,208,5.0,53,113,Low,Low,11369.99
2024-04-26,Apr 2024,Fine Jewellery,Clash de Cartier,Japan,28,27,25,3.7,8,113,Low,Low,10313.0
2024-05-26,May 2024,Fine Jewellery,Clash de Cartier,Japan,191,187,167,3.6,57,68,Low,Low,22156.04
2024-06-25,Jun 2024,Fine Jewellery,Clash de Cartier,Japan,104,105,81,3.1,36,42,Medium,Low,7739.84
2024-07-25,Jul 2024,Fine Jewellery,Clash de Cartier,Japan,76,88,62,2.8,27,109,Low,Low,27427.71
2024-08-24,Aug 2024,Fine Jewellery,Clash de Cartier,Japan,197,190,227,4.8,59,78,Low,Low,2245.26
2024-09-23,Sep 2024,Fine Jewellery,Clash de Cartier,Japan,108,122,127,4.2,32,99,Low,Low,18072.81
2024-10-23,Oct 2024,Fine Jewellery,Clash de Cartier,Japan,38,38,38,4.0,11,32,Low,Low,9351.98
2024-11-22,Nov 2024,Fine Jewellery,Clash de Cartier,Japan,109,134,118,3.5,32,102,Low,Low,14173.27
2023-07-01,Jul 2023,Fine Jewellery,Clash de Cartier,South Korea,53,60,68,4.5,18,70,Low,Medium,7932.33
2023-07-31,Jul 2023,Fine Jewellery,Clash de Cartier,South Korea,134,112,126,4.5,47,18,Low,Low,2777.01
2023-08-30,Aug 2023,Fine Jewellery,Clash de Cartier,South Korea,167,176,196,4.5,50,102,Low,Low,12583.04
2023-09-29,Sep 2023,Fine Jewellery,Clash de Cartier,South Korea,152,187,127,2.7,45,22,Low,Low,22005.71
2023-10-29,Oct 2023,Fine Jewellery,Clash de Cartier,South Korea,61,62,64,4.1,18,74,Low,Low,3213.61
2023-11-28,Nov 2023,Fine Jewellery,Clash de Cartier,South Korea,154,132,118,3.6,46,22,Medium,Low,23495.65
2023-12-28,Dec 2023,Fine Jewellery,Clash de Cartier,South Korea,248,250,222,3.6,57,31,Low,Low,20478.35
2024-01-27,Jan 2024,Fine Jewellery,Clash de Cartier,South Korea,243,222,310,5.6,52,43,Low,Medium,2016.69
2024-02-26,Feb 2024,Fine Jewellery,Clash de Cartier,South Korea,278,332,371,4.5,59,96,Low,Medium,27723.12
2024-03-27,Mar 2024,Fine Jewellery,Clash de Cartier,South Korea,196,240,222,3.7,58,91,Low,Low,26103.43
2024-04-26,Apr 2024,Fine Jewellery,Clash de Cartier,South Korea,112,136,117,3.4,33,62,Low,Low,6210.72
2024-05-26,May 2024,Fine Jewellery,Clash de Cartier,South Korea,96,80,120,6.0,28,18,Low,Medium,13890.59
2024-06-25,Jun 2024,Fine Jewellery,Clash de Cartier,South Korea,34,38,42,4.4,12,115,Low,Medium,12208.71
2024-07-25,Jul 2024,Fine Jewellery,Clash de Cartier,South Korea,64,60,86,5.7,22,63,Low,Medium,23546.84
2024-08-24,Aug 2024,Fine Jewellery,Clash de Cartier,South Korea,29,30,31,4.1,8,21,Low,Low,28880.03
2024-09-23,Sep 2024,Fine Jewellery,Clash de Cartier,South Korea,102,111,87,3.1,30,22,Low,Low,9619.85
2024-10-23,Oct 2024,Fine Jewellery,Clash de Cartier,South Korea,193,238,251,4.2,57,91,Low,Medium,20785.19
2024-11-22,Nov 2024,Fine Jewellery,Clash de Cartier,South Korea,41,34,32,3.8,12,97,Medium,Low,24020.15
2023-07-01,Jul 2023,Fine Jewellery,Clash de Cartier,Australia,67,59,52,3.5,23,63,Medium,Low,2609.16
2023-07-31,Jul 2023,Fine Jewellery,Clash de Cartier,Australia,55,58,73,5.0,19,59,Low,Medium,28495.82
2023-08-30,Aug 2023,Fine Jewellery,Clash de Cartier,Australia,143,175,171,3.9,42,94,Low,Low,27626.35
2023-09-29,Sep 2023,Fine Jewellery,Clash de Cartier,Australia,30,28,23,3.3,9,30,Medium,Low,29100.39
2023-10-29,Oct 2023,Fine Jewellery,Clash de Cartier,Australia,94,96,85,3.5,28,52,Low,Low,21283.22
2023-11-28,Nov 2023,Fine Jewellery,Clash de Cartier,Australia,30,33,28,3.4,9,105,Low,Low,27645.55
2023-12-28,Dec 2023,Fine Jewellery,Clash de Cartier,Australia,139,161,118,2.9,32,57,Low,Low,29945.46
2024-01-27,Jan 2024,Fine Jewellery,Clash de Cartier,Australia,67,75,56,3.0,14,54,Low,Low,16545.45
2024-02-26,Feb 2024,Fine Jewellery,Clash de Cartier,Australia,118,143,103,2.9,25,58,Low,Low,13685.6
2024-03-27,Mar 2024,Fine Jewellery,Clash de Cartier,Australia,83,71,94,5.3,24,45,Low,Low,15540.44
2024-04-26,Apr 2024,Fine Jewellery,Clash de Cartier,Australia,132,135,157,4.7,39,29,Low,Low,28439.71
2024-05-26,May 2024,Fine Jewellery,Clash de Cartier,Australia,186,155,152,3.9,55,27,Low,Low,16221.93
2024-06-25,Jun 2024,Fine Jewellery,Clash de Cartier,Australia,140,143,154,4.3,49,41,Low,Low,26724.67
2024-07-25,Jul 2024,Fine Jewellery,Clash de Cartier,Australia,151,155,172,4.4,53,24,Low,Low,19462.83
2024-08-24,Aug 2024,Fine Jewellery,Clash de Cartier,Australia,133,107,160,6.0,39,79,Low,Medium,5867.67
2024-09-23,Sep 2024,Fine Jewellery,Clash de Cartier,Australia,193,201,175,3.5,57,40,Low,Low,23286.21
2024-10-23,Oct 2024,Fine Jewellery,Clash de Cartier,Australia,157,195,141,2.9,47,61,Low,Low,15906.43
2024-11-22,Nov 2024,Fine Jewellery,Clash de Cartier,Australia,117,119,154,5.2,35,89,Low,Medium,13915.66
2023-07-01,Jul 2023,Fine Jewellery,Clash de Cartier,Singapore,109,115,93,3.2,38,50,Low,Low,13433.7
2023-07-31,Jul 2023,Fine Jewellery,Clash de Cartier,Singapore,64,59,58,3.9,22,102,Low,Low,22178.72
2023-08-30,Aug 2023,Fine Jewellery,Clash de Cartier,Singapore,72,86,78,3.6,21,117,Low,Low,15310.28
2023-09-29,Sep 2023,Fine Jewellery,Clash de Cartier,Singapore,62,65,67,4.1,18,25,Low,Low,10083.44
2023-10-29,Oct 2023,Fine Jewellery,Clash de Cartier,Singapore,172,201,148,2.9,51,100,Low,Low,18793.79
2023-11-28,Nov 2023,Fine Jewellery,Clash de Cartier,Singapore,184,210,179,3.4,55,100,Low,Low,16457.15
2023-12-28,Dec 2023,Fine Jewellery,Clash de Cartier,Singapore,49,51,44,3.5,11,57,Low,Low,28950.87
2024-01-27,Jan 2024,Fine Jewellery,Clash de Cartier,Singapore,184,201,157,3.1,39,67,Low,Low,6916.69
2024-02-26,Feb 2024,Fine Jewellery,Clash de Cartier,Singapore,278,285,220,3.1,59,74,Medium,Low,11741.86
2024-03-27,Mar 2024,Fine Jewellery,Clash de Cartier,Singapore,121,148,111,3.0,36,98,Low,Low,13581.64
2024-04-26,Apr 2024,Fine Jewellery,Clash de Cartier,Singapore,195,202,217,4.3,58,105,Low,Low,11485.82
2024-05-26,May 2024,Fine Jewellery,Clash de Cartier,Singapore,148,126,133,4.2,44,15,Low,Low,28257.26
2024-06-25,Jun 2024,Fine Jewellery,Clash de Cartier,Singapore,67,53,87,6.6,23,80,Low,Medium,11040.08
2024-07-25,Jul 2024,Fine Jewellery,Clash de Cartier,Singapore,59,47,68,5.8,21,50,Low,Low,7612.53
2024-08-24,Aug 2024,Fine Jewellery,Clash de Cartier,Singapore,94,97,110,4.5,28,100,Low,Low,12754.73
2024-09-23,Sep 2024,Fine Jewellery,Clash de Cartier,Singapore,161,149,163,4.4,48,54,Low,Low,14073.89
2024-10-23,Oct 2024,Fine Jewellery,Clash de Cartier,Singapore,135,144,156,4.3,40,95,Low,Low,2534.61
2024-11-22,Nov 2024,Fine Jewellery,Clash de Cartier,Singapore,193,210,150,2.9,57,68,Medium,Low,11622.63
2023-07-01,Jul 2023,Fine Jewellery,Clash de Cartier,Hong Kong,28,25,28,4.5,9,46,Low,Low,7628.51
2023-07-31,Jul 2023,Fine Jewellery,Clash de Cartier,Hong Kong,144,135,137,4.1,51,17,Low,Low,4640.71
2023-08-30,Aug 2023,Fine Jewellery,Clash de Cartier,Hong Kong,76,88,100,4.5,22,51,Low,Medium,26130.94
2023-09-29,Sep 2023,Fine Jewellery,Clash de Cartier,Hong Kong,47,58,48,3.3,14,50,Low,Low,19238.28
2023-10-29,Oct 2023,Fine Jewellery,Clash de Cartier,Hong Kong,82,101,79,3.1,24,109,Low,Low,8833.79
2023-11-28,Nov 2023,Fine Jewellery,Clash de Cartier,Hong Kong,125,106,149,5.6,37,54,Low,Low,29065.45
2023-12-28,Dec 2023,Fine Jewellery,Clash de Cartier,Hong Kong,101,122,78,2.6,23,103,Medium,Low,28769.74
2024-01-27,Jan 2024,Fine Jewellery,Clash de Cartier,Hong Kong,259,262,301,4.6,55,50,Low,Low,13435.77
2024-02-26,Feb 2024,Fine Jewellery,Clash de Cartier,Hong Kong,138,156,110,2.8,29,80,Medium,Low,13456.1
2024-03-27,Mar 2024,Fine Jewellery,Clash de Cartier,Hong Kong,69,67,82,4.9,20,19,Low,Low,3768.02
2024-04-26,Apr 2024,Fine Jewellery,Clash de Cartier,Hong Kong,48,55,48,3.5,14,46,Low,Low,4580.06
2024-05-26,May 2024,Fine Jewellery,Clash de Cartier,Hong Kong,153,127,147,4.6,45,115,Low,Low,22824.2
2024-06-25,Jun 2024,Fine Jewellery,Clash de Cartier,Hong Kong,62,64,74,4.6,22,85,Low,Low,23279.6
2024-07-25,Jul 2024,Fine Jewellery,Clash de Cartier,Hong Kong,68,78,61,3.1,24,43,Low,Low,12077.1
2024-08-24,Aug 2024,Fine Jewellery,Clash de Cartier,Hong Kong,161,174,194,4.5,48,54,Low,Medium,29737.67
2024-09-23,Sep 2024,Fine Jewellery,Clash de Cartier,Hong Kong,144,145,134,3.7,43,102,Low,Low,29397.55
2024-10-23,Oct 2024,Fine Jewellery,Clash de Cartier,Hong Kong,139,148,121,3.3,41,102,Low,Low,20040.34
2024-11-22,Nov 2024,Fine Jewellery,Clash de Cartier,Hong Kong,31,26,26,4.0,9,70,Low,Low,16113.8
2023-07-01,Jul 2023,Fine Jewellery,Clash de Cartier,Thailand,44,40,54,5.4,15,34,Low,Medium,25176.4
2023-07-31,Jul 2023,Fine Jewellery,Clash de Cartier,Thailand,148,148,173,4.7,52,16,Low,Low,9226.3
2023-08-30,Aug 2023,Fine Jewellery,Clash de Cartier,Thailand,111,92,109,4.7,33,38,Low,Low,5799.17
2023-09-29,Sep 2023,Fine Jewellery,Clash de Cartier,Thailand,33,28,34,4.9,9,71,Low,Low,10638.73
2023-10-29,Oct 2023,Fine Jewellery,Clash de Cartier,Thailand,153,180,140,3.1,45,22,Low,Low,24452.2
2023-11-28,Nov 2023,Fine Jewellery,Clash de Cartier,Thailand,177,188,187,4.0,53,56,Low,Low,14584.65
2023-12-28,Dec 2023,Fine Jewellery,Clash de Cartier,Thailand,54,60,70,4.7,12,63,Low,Medium,21083.67
2024-01-27,Jan 2024,Fine Jewellery,Clash de Cartier,Thailand,242,247,259,4.2,51,38,Low,Low,12575.43
2024-02-26,Feb 2024,Fine Jewellery,Clash de Cartier,Thailand,211,236,230,3.9,45,108,Low,Low,20882.18
2024-03-27,Mar 2024,Fine Jewellery,Clash de Cartier,Thailand,186,190,240,5.1,55,87,Low,Medium,16079.28
2024-04-26,Apr 2024,Fine Jewellery,Clash de Cartier,Thailand,87,104,70,2.7,26,110,Low,Low,6893.29
2024-05-26,May 2024,Fine Jewellery,Clash de Cartier,Thailand,26,21,24,4.6,7,101,Low,Low,5772.02
2024-06-25,Jun 2024,Fine Jewellery,Clash de Cartier,Thailand,77,71,69,3.9,27,55,Low,Low,13218.28
2024-07-25,Jul 2024,Fine Jewellery,Clash de Cartier,Thailand,59,47,55,4.7,21,62,Low,Low,14782.76
2024-08-24,Aug 2024,Fine Jewellery,Clash de Cartier,Thailand,194,231,243,4.2,58,119,Low,Medium,1828.07
2024-09-23,Sep 2024,Fine Jewellery,Clash de Cartier,Thailand,172,174,147,3.4,51,17,Low,Low,5136.83
2024-10-23,Oct 2024,Fine Jewellery,Clash de Cartier,Thailand,63,73,55,3.0,18,71,Low,Low,26169.33
2024-11-22,Nov 2024,Fine Jewellery,Clash de Cartier,Thailand,69,76,79,4.2,20,21,Low,Low,23984.93
2023-07-01,Jul 2023,Fine Jewellery,Clash de Cartier,India,121,129,129,4.0,42,51,Low,Low,25065.28
2023-07-31,Jul 2023,Fine Jewellery,Clash de Cartier,India,145,136,128,3.8,51,101,Low,Low,26852.66
2023-08-30,Aug 2023,Fine Jewellery,Clash de Cartier,India,144,126,121,3.8,43,76,Low,Low,5408.54
2023-09-29,Sep 2023,Fine Jewellery,Clash de Cartier,India,171,162,128,3.2,51,37,Medium,Low,5778.85
2023-10-29,Oct 2023,Fine Jewellery,Clash de Cartier,India,34,37,45,4.9,10,24,Low,Medium,8249.06
2023-11-28,Nov 2023,Fine Jewellery,Clash de Cartier,India,73,60,78,5.2,21,15,Low,Low,19058.3
2023-12-28,Dec 2023,Fine Jewellery,Clash de Cartier,India,80,84,100,4.8,18,55,Low,Medium,11937.24
2024-01-27,Jan 2024,Fine Jewellery,Clash de Cartier,India,244,280,309,4.4,52,14,Low,Medium,2581.25
2024-02-26,Feb 2024,Fine Jewellery,Clash de Cartier,India,224,259,208,3.2,48,101,Low,Low,23910.07
2024-03-27,Mar 2024,Fine Jewellery,Clash de Cartier,India,81,95,60,2.5,24,61,Medium,Low,10555.87
2024-04-26,Apr 2024,Fine Jewellery,Clash de Cartier,India,39,41,38,3.7,11,14,Low,Low,24578.46
2024-05-26,May 2024,Fine Jewellery,Clash de Cartier,India,50,61,41,2.7,15,31,Low,Low,6677.34
2024-06-25,Jun 2024,Fine Jewellery,Clash de Cartier,India,69,57,52,3.6,24,45,Medium,Low,6598.44
2024-07-25,Jul 2024,Fine Jewellery,Clash de Cartier,India,46,55,49,3.6,16,78,Low,Low,26979.7
2024-08-24,Aug 2024,Fine Jewellery,Clash de Cartier,India,151,123,125,4.1,45,105,Low,Low,9160.36
2024-09-23,Sep 2024,Fine Jewellery,Clash de Cartier,India,46,37,55,5.9,13,90,Low,Low,24952.3
2024-10-23,Oct 2024,Fine Jewellery,Clash de Cartier,India,82,65,91,5.6,24,78,Low,Low,19783.55
2024-11-22,Nov 2024,Fine Jewellery,Clash de Cartier,India,70,81,91,4.5,21,45,Low,Medium,19624.21
2023-07-01,Jul 2023,Fine Jewellery,Cactus de Cartier,China,163,176,178,4.0,57,91,Low,Low,23962.81
2023-07-31,Jul 2023,Fine Jewellery,Cactus de Cartier,China,126,102,102,4.0,44,118,Low,Low,20180.79
2023-08-30,Aug 2023,Fine Jewellery,Cactus de Cartier,China,51,47,66,5.6,15,107,Low,Medium,4748.14
2023-09-29,Sep 2023,Fine Jewellery,Cactus de Cartier,China,139,152,113,3.0,41,14,Low,Low,28262.79
2023-10-29,Oct 2023,Fine Jewellery,Cactus de Cartier,China,168,196,166,3.4,50,99,Low,Low,11416.19
2023-11-28,Nov 2023,Fine Jewellery,Cactus de Cartier,China,185,199,159,3.2,55,36,Low,Low,21607.8
2023-12-28,Dec 2023,Fine Jewellery,Cactus de Cartier,China,154,165,127,3.1,35,95,Low,Low,22293.51
2024-01-27,Jan 2024,Fine Jewellery,Cactus de Cartier,China,263,251,305,4.9,56,73,Low,Low,19137.41
2024-02-26,Feb 2024,Fine Jewellery,Cactus de Cartier,China,186,223,155,2.8,39,118,Low,Low,24518.1
2024-03-27,Mar 2024,Fine Jewellery,Cactus de Cartier,China,94,84,90,4.3,28,87,Low,Low,14340.4
2024-04-26,Apr 2024,Fine Jewellery,Cactus de Cartier,China,76,71,85,4.8,22,72,Low,Low,24466.08
2024-05-26,May 2024,Fine Jewellery,Cactus de Cartier,China,75,78,95,4.9,22,79,Low,Medium,14969.52
2024-06-25,Jun 2024,Fine Jewellery,Cactus de Cartier,China,45,55,56,4.1,16,105,Low,Medium,20657.85
2024-07-25,Jul 2024,Fine Jewellery,Cactus de Cartier,China,51,47,46,3.9,18,32,Low,Low,12995.74
2024-08-24,Aug 2024,Fine Jewellery,Cactus de Cartier,China,124,117,97,3.3,37,54,Medium,Low,24205.31
2024-09-23,Sep 2024,Fine Jewellery,Cactus de Cartier,China,58,67,52,3.1,17,28,Low,Low,19252.95
2024-10-23,Oct 2024,Fine Jewellery,Cactus de Cartier,China,28,32,33,4.1,8,83,Low,Low,6796.2
2024-11-22,Nov 2024,Fine Jewellery,Cactus de Cartier,China,41,50,39,3.1,12,109,Low,Low,13883.55
2023-07-01,Jul 2023,Fine Jewellery,Cactus de Cartier,Japan,121,104,99,3.8,42,65,Low,Low,17556.73
2023-07-31,Jul 2023,Fine Jewellery,Cactus de Cartier,Japan,73,89,70,3.1,26,38,Low,Low,17016.28
2023-08-30,Aug 2023,Fine Jewellery,Cactus de Cartier,Japan,30,32,31,3.9,9,97,Low,Low,7120.77
2023-09-29,Sep 2023,Fine Jewellery,Cactus de Cartier,Japan,70,66,58,3.5,21,96,Low,Low,11851.95
